OMRKK;OPFØRELSESÅR;ENHED;TID;INDHOLD
Lokaludvalg - Nørrebro;Før 1850;Antal bygninger;2011;8
Lokaludvalg - Nørrebro;Før 1850;Antal bygninger;2012;8
Lokaludvalg - Nørrebro;Før 1850;Antal bygninger;2013;8
Lokaludvalg - Nørrebro;Før 1850;Antal bygninger;2014;8
Lokaludvalg - Nørrebro;Før 1850;Antal bygninger;2015;8
Lokaludvalg - Nørrebro;Før 1850;Antal bygninger;2016;8
Lokaludvalg - Nørrebro;Før 1850;Antal bygninger;2017;8
Lokaludvalg - Nørrebro;Før 1850;Antal bygninger;2018;8
Lokaludvalg - Nørrebro;Før 1850;Antal bygninger;2019;20
Lokaludvalg - Nørrebro;Før 1850;Antal bygninger;2020;25
Lokaludvalg - Nørrebro;Før 1850;Antal bygninger;2021;35
Lokaludvalg - Nørrebro;Før 1850;Antal bygninger;2022;34
Lokaludvalg - Nørrebro;Før 1850;Antal bygninger;2023;34
Lokaludvalg - Vesterbro;Før 1850;Antal bygninger;1991;5
Lokaludvalg - Vesterbro;Før 1850;Antal bygninger;1992;5
Lokaludvalg - Vesterbro;Før 1850;Antal bygninger;1995;7
Lokaludvalg - Vesterbro;Før 1850;Antal bygninger;1996;7
Lokaludvalg - Vesterbro;Før 1850;Antal bygninger;1997;7
Lokaludvalg - Vesterbro;Før 1850;Antal bygninger;2001;7
Lokaludvalg - Vesterbro;Før 1850;Antal bygninger;2002;7
Lokaludvalg - Vesterbro;Før 1850;Antal bygninger;2003;7
Lokaludvalg - Vesterbro;Før 1850;Antal bygninger;2004;7
Lokaludvalg - Vesterbro;Før 1850;Antal bygninger;2005;6
Lokaludvalg - Vesterbro;Før 1850;Antal bygninger;2006;6
Lokaludvalg - Vesterbro;Før 1850;Antal bygninger;2007;6
Lokaludvalg - Vesterbro;Før 1850;Antal bygninger;2008;6
Lokaludvalg - Vesterbro;Før 1850;Antal bygninger;2009;6
Lokaludvalg - Vesterbro;Før 1850;Antal bygninger;2010;6
Lokaludvalg - Vesterbro;Før 1850;Antal bygninger;2011;6
Lokaludvalg - Vesterbro;Før 1850;Antal bygninger;2012;6
Lokaludvalg - Vesterbro;Før 1850;Antal bygninger;2013;7
Lokaludvalg - Vesterbro;Før 1850;Antal bygninger;2014;7
Lokaludvalg - Vesterbro;Før 1850;Antal bygninger;2015;7
Lokaludvalg - Vesterbro;Før 1850;Antal bygninger;2016;7
Lokaludvalg - Vesterbro;Før 1850;Antal bygninger;2017;7
Lokaludvalg - Vesterbro;Før 1850;Antal bygninger;2018;9
Lokaludvalg - Vesterbro;Før 1850;Antal bygninger;2019;26
Lokaludvalg - Vesterbro;Før 1850;Antal bygninger;2020;28
Lokaludvalg - Vesterbro;Før 1850;Antal bygninger;2021;28
Lokaludvalg - Vesterbro;Før 1850;Antal bygninger;2022;28
Lokaludvalg - Vesterbro;Før 1850;Antal bygninger;2023;28
Lokaludvalg - Kgs. Enghave;Før 1850;Antal bygninger;1991;0
Lokaludvalg - Kgs. Enghave;Før 1850;Antal bygninger;1992;0
Lokaludvalg - Kgs. Enghave;Før 1850;Antal bygninger;1995;0
Lokaludvalg - Kgs. Enghave;Før 1850;Antal bygninger;1996;0
Lokaludvalg - Kgs. Enghave;Før 1850;Antal bygninger;1997;0
Lokaludvalg - Kgs. Enghave;Før 1850;Antal bygninger;2001;0
Lokaludvalg - Kgs. Enghave;Før 1850;Antal bygninger;2002;0
Lokaludvalg - Kgs. Enghave;Før 1850;Antal bygninger;2003;0
Lokaludvalg - Kgs. Enghave;Før 1850;Antal bygninger;2004;0
Lokaludvalg - Kgs. Enghave;Før 1850;Antal bygninger;2005;0
Lokaludvalg - Kgs. Enghave;Før 1850;Antal bygninger;2006;0
Lokaludvalg - Kgs. Enghave;Før 1850;Antal bygninger;2007;0
Lokaludvalg - Kgs. Enghave;Før 1850;Antal bygninger;2008;0
Lokaludvalg - Kgs. Enghave;Før 1850;Antal bygninger;2009;0
Lokaludvalg - Kgs. Enghave;Før 1850;Antal bygninger;2010;0
Lokaludvalg - Kgs. Enghave;Før 1850;Antal bygninger;2011;0
Lokaludvalg - Kgs. Enghave;Før 1850;Antal bygninger;2012;0
Lokaludvalg - Kgs. Enghave;Før 1850;Antal bygninger;2013;0
Lokaludvalg - Kgs. Enghave;Før 1850;Antal bygninger;2014;0
Lokaludvalg - Kgs. Enghave;Før 1850;Antal bygninger;2015;0
Lokaludvalg - Kgs. Enghave;Før 1850;Antal bygninger;2016;0
Lokaludvalg - Kgs. Enghave;Før 1850;Antal bygninger;2017;0
Lokaludvalg - Kgs. Enghave;Før 1850;Antal bygninger;2018;0
Lokaludvalg - Kgs. Enghave;Før 1850;Antal bygninger;2019;11
Lokaludvalg - Kgs. Enghave;Før 1850;Antal bygninger;2020;12
Lokaludvalg - Kgs. Enghave;Før 1850;Antal bygninger;2021;13
Lokaludvalg - Kgs. Enghave;Før 1850;Antal bygninger;2022;14
Lokaludvalg - Kgs. Enghave;Før 1850;Antal bygninger;2023;14
Lokaludvalg - Valby;Før 1850;Antal bygninger;1991;7
Lokaludvalg - Valby;Før 1850;Antal bygninger;1992;7
Lokaludvalg - Valby;Før 1850;Antal bygninger;1995;7
Lokaludvalg - Valby;Før 1850;Antal bygninger;1996;7
Lokaludvalg - Valby;Før 1850;Antal bygninger;1997;7
Lokaludvalg - Valby;Før 1850;Antal bygninger;2001;7
Lokaludvalg - Valby;Før 1850;Antal bygninger;2002;7
Lokaludvalg - Valby;Før 1850;Antal bygninger;2003;7
Lokaludvalg - Valby;Før 1850;Antal bygninger;2004;7
Lokaludvalg - Valby;Før 1850;Antal bygninger;2005;8
Lokaludvalg - Valby;Før 1850;Antal bygninger;2006;8
Lokaludvalg - Valby;Før 1850;Antal bygninger;2007;8
Lokaludvalg - Valby;Før 1850;Antal bygninger;2008;8
Lokaludvalg - Valby;Før 1850;Antal bygninger;2009;8
Lokaludvalg - Valby;Før 1850;Antal bygninger;2010;8
Lokaludvalg - Valby;Før 1850;Antal bygninger;2011;8
Lokaludvalg - Valby;Før 1850;Antal bygninger;2012;8
Lokaludvalg - Valby;Før 1850;Antal bygninger;2013;7
Lokaludvalg - Valby;Før 1850;Antal bygninger;2014;7
Lokaludvalg - Valby;Før 1850;Antal bygninger;2015;7
Lokaludvalg - Valby;Før 1850;Antal bygninger;2016;7
Lokaludvalg - Valby;Før 1850;Antal bygninger;2017;6
Lokaludvalg - Valby;Før 1850;Antal bygninger;2018;582
Lokaludvalg - Valby;Før 1850;Antal bygninger;2019;613
Lokaludvalg - Valby;Før 1850;Antal bygninger;2020;619
Lokaludvalg - Valby;Før 1850;Antal bygninger;2021;607
Lokaludvalg - Valby;Før 1850;Antal bygninger;2022;607
Lokaludvalg - Valby;Før 1850;Antal bygninger;2023;592
Lokaludvalg - Vanløse;Før 1850;Antal bygninger;1991;7
Lokaludvalg - Vanløse;Før 1850;Antal bygninger;1992;7
Lokaludvalg - Vanløse;Før 1850;Antal bygninger;1995;7
Lokaludvalg - Vanløse;Før 1850;Antal bygninger;1996;7
Lokaludvalg - Vanløse;Før 1850;Antal bygninger;1997;7
Lokaludvalg - Vanløse;Før 1850;Antal bygninger;2001;6
Lokaludvalg - Vanløse;Før 1850;Antal bygninger;2002;6
Lokaludvalg - Vanløse;Før 1850;Antal bygninger;2003;6
Lokaludvalg - Vanløse;Før 1850;Antal bygninger;2004;6
Lokaludvalg - Vanløse;Før 1850;Antal bygninger;2005;6
Lokaludvalg - Vanløse;Før 1850;Antal bygninger;2006;6
Lokaludvalg - Vanløse;Før 1850;Antal bygninger;2007;6
Lokaludvalg - Vanløse;Før 1850;Antal bygninger;2008;6
Lokaludvalg - Vanløse;Før 1850;Antal bygninger;2009;6
Lokaludvalg - Vanløse;Før 1850;Antal bygninger;2010;6
Lokaludvalg - Vanløse;Før 1850;Antal bygninger;2011;6
Lokaludvalg - Vanløse;Før 1850;Antal bygninger;2012;6
Lokaludvalg - Vanløse;Før 1850;Antal bygninger;2013;6
Lokaludvalg - Vanløse;Før 1850;Antal bygninger;2014;6
Lokaludvalg - Vanløse;Før 1850;Antal bygninger;2015;6
Lokaludvalg - Vanløse;Før 1850;Antal bygninger;2016;5
Lokaludvalg - Vanløse;Før 1850;Antal bygninger;2017;5
Lokaludvalg - Vanløse;Før 1850;Antal bygninger;2018;1321
Lokaludvalg - Vanløse;Før 1850;Antal bygninger;2019;1329
Lokaludvalg - Vanløse;Før 1850;Antal bygninger;2020;1317
Lokaludvalg - Vanløse;Før 1850;Antal bygninger;2021;1304
Lokaludvalg - Vanløse;Før 1850;Antal bygninger;2022;1294
Lokaludvalg - Vanløse;Før 1850;Antal bygninger;2023;1284
Lokaludvalg - Brønshøj-Husum;Før 1850;Antal bygninger;1991;2
Lokaludvalg - Brønshøj-Husum;Før 1850;Antal bygninger;1992;2
Lokaludvalg - Brønshøj-Husum;Før 1850;Antal bygninger;1995;2
Lokaludvalg - Brønshøj-Husum;Før 1850;Antal bygninger;1996;2
Lokaludvalg - Brønshøj-Husum;Før 1850;Antal bygninger;1997;2
Lokaludvalg - Brønshøj-Husum;Før 1850;Antal bygninger;2001;4
Lokaludvalg - Brønshøj-Husum;Før 1850;Antal bygninger;2002;4
Lokaludvalg - Brønshøj-Husum;Før 1850;Antal bygninger;2003;4
Lokaludvalg - Brønshøj-Husum;Før 1850;Antal bygninger;2004;4
Lokaludvalg - Brønshøj-Husum;Før 1850;Antal bygninger;2005;4
Lokaludvalg - Brønshøj-Husum;Før 1850;Antal bygninger;2006;4
Lokaludvalg - Brønshøj-Husum;Før 1850;Antal bygninger;2007;4
Lokaludvalg - Brønshøj-Husum;Før 1850;Antal bygninger;2008;4
Lokaludvalg - Brønshøj-Husum;Før 1850;Antal bygninger;2009;4
Lokaludvalg - Brønshøj-Husum;Før 1850;Antal bygninger;2010;4
Lokaludvalg - Brønshøj-Husum;Før 1850;Antal bygninger;2011;4
Lokaludvalg - Brønshøj-Husum;Før 1850;Antal bygninger;2012;4
Lokaludvalg - Brønshøj-Husum;Før 1850;Antal bygninger;2013;4
Lokaludvalg - Brønshøj-Husum;Før 1850;Antal bygninger;2014;4
Lokaludvalg - Brønshøj-Husum;Før 1850;Antal bygninger;2015;4
Lokaludvalg - Brønshøj-Husum;Før 1850;Antal bygninger;2016;4
Lokaludvalg - Brønshøj-Husum;Før 1850;Antal bygninger;2017;4
Lokaludvalg - Brønshøj-Husum;Før 1850;Antal bygninger;2018;1588
Lokaludvalg - Brønshøj-Husum;Før 1850;Antal bygninger;2019;1585
Lokaludvalg - Brønshøj-Husum;Før 1850;Antal bygninger;2020;1587
Lokaludvalg - Brønshøj-Husum;Før 1850;Antal bygninger;2021;1572
Lokaludvalg - Brønshøj-Husum;Før 1850;Antal bygninger;2022;1559
Lokaludvalg - Brønshøj-Husum;Før 1850;Antal bygninger;2023;1521
Lokaludvalg - Bispebjerg;Før 1850;Antal bygninger;1991;3
Lokaludvalg - Bispebjerg;Før 1850;Antal bygninger;1992;3
Lokaludvalg - Bispebjerg;Før 1850;Antal bygninger;1995;2
Lokaludvalg - Bispebjerg;Før 1850;Antal bygninger;1996;2
Lokaludvalg - Bispebjerg;Før 1850;Antal bygninger;1997;2
Lokaludvalg - Bispebjerg;Før 1850;Antal bygninger;2001;2
Lokaludvalg - Bispebjerg;Før 1850;Antal bygninger;2002;2
Lokaludvalg - Bispebjerg;Før 1850;Antal bygninger;2003;2
Lokaludvalg - Bispebjerg;Før 1850;Antal bygninger;2004;2
Lokaludvalg - Bispebjerg;Før 1850;Antal bygninger;2005;2
Lokaludvalg - Bispebjerg;Før 1850;Antal bygninger;2006;2
Lokaludvalg - Bispebjerg;Før 1850;Antal bygninger;2007;2
Lokaludvalg - Bispebjerg;Før 1850;Antal bygninger;2008;2
Lokaludvalg - Bispebjerg;Før 1850;Antal bygninger;2009;2
Lokaludvalg - Bispebjerg;Før 1850;Antal bygninger;2010;2
Lokaludvalg - Bispebjerg;Før 1850;Antal bygninger;2011;2
Lokaludvalg - Bispebjerg;Før 1850;Antal bygninger;2012;2
Lokaludvalg - Bispebjerg;Før 1850;Antal bygninger;2013;2
Lokaludvalg - Bispebjerg;Før 1850;Antal bygninger;2014;2
Lokaludvalg - Bispebjerg;Før 1850;Antal bygninger;2015;2
Lokaludvalg - Bispebjerg;Før 1850;Antal bygninger;2016;2
Lokaludvalg - Bispebjerg;Før 1850;Antal bygninger;2017;2
Lokaludvalg - Bispebjerg;Før 1850;Antal bygninger;2018;117
Lokaludvalg - Bispebjerg;Før 1850;Antal bygninger;2019;134
Lokaludvalg - Bispebjerg;Før 1850;Antal bygninger;2020;141
Lokaludvalg - Bispebjerg;Før 1850;Antal bygninger;2021;140
Lokaludvalg - Bispebjerg;Før 1850;Antal bygninger;2022;162
Lokaludvalg - Bispebjerg;Før 1850;Antal bygninger;2023;163
Lokaludvalg - Amager Øst;Før 1850;Antal bygninger;1991;3
Lokaludvalg - Amager Øst;Før 1850;Antal bygninger;1992;3
Lokaludvalg - Amager Øst;Før 1850;Antal bygninger;1995;3
Lokaludvalg - Amager Øst;Før 1850;Antal bygninger;1996;3
Lokaludvalg - Amager Øst;Før 1850;Antal bygninger;1997;4
Lokaludvalg - Amager Øst;Før 1850;Antal bygninger;2001;3
Lokaludvalg - Amager Øst;Før 1850;Antal bygninger;2002;3
Lokaludvalg - Amager Øst;Før 1850;Antal bygninger;2003;3
Lokaludvalg - Amager Øst;Før 1850;Antal bygninger;2004;3
Lokaludvalg - Amager Øst;Før 1850;Antal bygninger;2005;3
Lokaludvalg - Amager Øst;Før 1850;Antal bygninger;2006;3
Lokaludvalg - Amager Øst;Før 1850;Antal bygninger;2007;3
Lokaludvalg - Amager Øst;Før 1850;Antal bygninger;2008;3
Lokaludvalg - Amager Øst;Før 1850;Antal bygninger;2009;3
Lokaludvalg - Amager Øst;Før 1850;Antal bygninger;2010;3
Lokaludvalg - Amager Øst;Før 1850;Antal bygninger;2011;3
Lokaludvalg - Amager Øst;Før 1850;Antal bygninger;2012;2
Lokaludvalg - Amager Øst;Før 1850;Antal bygninger;2013;2
Lokaludvalg - Amager Øst;Før 1850;Antal bygninger;2014;2
Lokaludvalg - Amager Øst;Før 1850;Antal bygninger;2015;2
Lokaludvalg - Amager Øst;Før 1850;Antal bygninger;2016;1
Lokaludvalg - Amager Øst;Før 1850;Antal bygninger;2017;1
Lokaludvalg - Amager Øst;Før 1850;Antal bygninger;2018;330
Lokaludvalg - Amager Øst;Før 1850;Antal bygninger;2019;332
Lokaludvalg - Amager Øst;Før 1850;Antal bygninger;2020;341
Lokaludvalg - Amager Øst;Før 1850;Antal bygninger;2021;355
Lokaludvalg - Amager Øst;Før 1850;Antal bygninger;2022;349
Lokaludvalg - Amager Øst;Før 1850;Antal bygninger;2023;351
Lokaludvalg - Amager Vest;Før 1850;Antal bygninger;1991;2
Lokaludvalg - Amager Vest;Før 1850;Antal bygninger;1992;2
Lokaludvalg - Amager Vest;Før 1850;Antal bygninger;1995;2
Lokaludvalg - Amager Vest;Før 1850;Antal bygninger;1996;4
Lokaludvalg - Amager Vest;Før 1850;Antal bygninger;1997;4
Lokaludvalg - Amager Vest;Før 1850;Antal bygninger;2001;4
Lokaludvalg - Amager Vest;Før 1850;Antal bygninger;2002;5
Lokaludvalg - Amager Vest;Før 1850;Antal bygninger;2003;5
Lokaludvalg - Amager Vest;Før 1850;Antal bygninger;2004;5
Lokaludvalg - Amager Vest;Før 1850;Antal bygninger;2005;5
Lokaludvalg - Amager Vest;Før 1850;Antal bygninger;2006;5
Lokaludvalg - Amager Vest;Før 1850;Antal bygninger;2007;5
Lokaludvalg - Amager Vest;Før 1850;Antal bygninger;2008;5
Lokaludvalg - Amager Vest;Før 1850;Antal bygninger;2009;5
Lokaludvalg - Amager Vest;Før 1850;Antal bygninger;2010;5
Lokaludvalg - Amager Vest;Før 1850;Antal bygninger;2011;5
Lokaludvalg - Amager Vest;Før 1850;Antal bygninger;2012;4
Lokaludvalg - Amager Vest;Før 1850;Antal bygninger;2013;2
Lokaludvalg - Amager Vest;Før 1850;Antal bygninger;2014;2
Lokaludvalg - Amager Vest;Før 1850;Antal bygninger;2015;2
Lokaludvalg - Amager Vest;Før 1850;Antal bygninger;2016;2
Lokaludvalg - Amager Vest;Før 1850;Antal bygninger;2017;2
Lokaludvalg - Amager Vest;Før 1850;Antal bygninger;2018;358
Lokaludvalg - Amager Vest;Før 1850;Antal bygninger;2019;367
Lokaludvalg - Amager Vest;Før 1850;Antal bygninger;2020;374
Lokaludvalg - Amager Vest;Før 1850;Antal bygninger;2021;372
Lokaludvalg - Amager Vest;Før 1850;Antal bygninger;2022;391
Lokaludvalg - Amager Vest;Før 1850;Antal bygninger;2023;401
Lokaludvalg - Uden for inddeling;Før 1850;Antal bygninger;1991;0
Lokaludvalg - Uden for inddeling;Før 1850;Antal bygninger;1992;0
Lokaludvalg - Uden for inddeling;Før 1850;Antal bygninger;1995;0
Lokaludvalg - Uden for inddeling;Før 1850;Antal bygninger;1996;0
Lokaludvalg - Uden for inddeling;Før 1850;Antal bygninger;1997;0
Lokaludvalg - Uden for inddeling;Før 1850;Antal bygninger;2001;0
Lokaludvalg - Uden for inddeling;Før 1850;Antal bygninger;2002;0
Lokaludvalg - Uden for inddeling;Før 1850;Antal bygninger;2003;0
Lokaludvalg - Uden for inddeling;Før 1850;Antal bygninger;2004;0
Lokaludvalg - Uden for inddeling;Før 1850;Antal bygninger;2005;0
Lokaludvalg - Uden for inddeling;Før 1850;Antal bygninger;2006;0
Lokaludvalg - Uden for inddeling;Før 1850;Antal bygninger;2007;0
Lokaludvalg - Uden for inddeling;Før 1850;Antal bygninger;2008;0
Lokaludvalg - Uden for inddeling;Før 1850;Antal bygninger;2009;0
Lokaludvalg - Uden for inddeling;Før 1850;Antal bygninger;2010;0
Lokaludvalg - Uden for inddeling;Før 1850;Antal bygninger;2011;0
Lokaludvalg - Uden for inddeling;Før 1850;Antal bygninger;2012;0
Lokaludvalg - Uden for inddeling;Før 1850;Antal bygninger;2013;0
Lokaludvalg - Uden for inddeling;Før 1850;Antal bygninger;2014;0
Lokaludvalg - Uden for inddeling;Før 1850;Antal bygninger;2015;0
Lokaludvalg - Uden for inddeling;Før 1850;Antal bygninger;2016;0
Lokaludvalg - Uden for inddeling;Før 1850;Antal bygninger;2017;0
Lokaludvalg - Uden for inddeling;Før 1850;Antal bygninger;2018;0
Lokaludvalg - Uden for inddeling;Før 1850;Antal bygninger;2019;0
Lokaludvalg - Uden for inddeling;Før 1850;Antal bygninger;2020;0
Lokaludvalg - Uden for inddeling;Før 1850;Antal bygninger;2021;0
Lokaludvalg - Uden for inddeling;Før 1850;Antal bygninger;2022;0
Lokaludvalg - Uden for inddeling;Før 1850;Antal bygninger;2023;0
Afstemning - 1. Østerbro;Før 1850;Antal bygninger;1991;1
Afstemning - 1. Østerbro;Før 1850;Antal bygninger;1992;1
Afstemning - 1. Østerbro;Før 1850;Antal bygninger;1995;0
Afstemning - 1. Østerbro;Før 1850;Antal bygninger;1996;0
Afstemning - 1. Østerbro;Før 1850;Antal bygninger;1997;0
Afstemning - 1. Østerbro;Før 1850;Antal bygninger;2001;0
Afstemning - 1. Østerbro;Før 1850;Antal bygninger;2002;0
Afstemning - 1. Østerbro;Før 1850;Antal bygninger;2003;0
Afstemning - 1. Østerbro;Før 1850;Antal bygninger;2004;0
Afstemning - 1. Østerbro;Før 1850;Antal bygninger;2005;0
Afstemning - 1. Østerbro;Før 1850;Antal bygninger;2006;0
Afstemning - 1. Østerbro;Før 1850;Antal bygninger;2007;0
Afstemning - 1. Østerbro;Før 1850;Antal bygninger;2008;0
Afstemning - 1. Østerbro;Før 1850;Antal bygninger;2009;0
Afstemning - 1. Østerbro;Før 1850;Antal bygninger;2010;0
Afstemning - 1. Østerbro;Før 1850;Antal bygninger;2011;0
Afstemning - 1. Østerbro;Før 1850;Antal bygninger;2012;0
Afstemning - 1. Østerbro;Før 1850;Antal bygninger;2013;0
Afstemning - 1. Østerbro;Før 1850;Antal bygninger;2014;0
Afstemning - 1. Østerbro;Før 1850;Antal bygninger;2015;0
Afstemning - 1. Østerbro;Før 1850;Antal bygninger;2016;0
Afstemning - 1. Østerbro;Før 1850;Antal bygninger;2017;0
Afstemning - 1. Østerbro;Før 1850;Antal bygninger;2018;0
Afstemning - 1. Østerbro;Før 1850;Antal bygninger;2019;1
Afstemning - 1. Østerbro;Før 1850;Antal bygninger;2020;2
Afstemning - 1. Østerbro;Før 1850;Antal bygninger;2021;2
Afstemning - 1. Østerbro;Før 1850;Antal bygninger;2022;3
Afstemning - 1. Østerbro;Før 1850;Antal bygninger;2023;3
Afstemning - 1. Øst;Før 1850;Antal bygninger;1991;0
Afstemning - 1. Øst;Før 1850;Antal bygninger;1992;0
Afstemning - 1. Øst;Før 1850;Antal bygninger;1995;0
Afstemning - 1. Øst;Før 1850;Antal bygninger;1996;0
Afstemning - 1. Øst;Før 1850;Antal bygninger;1997;0
Afstemning - 1. Øst;Før 1850;Antal bygninger;2001;0
Afstemning - 1. Øst;Før 1850;Antal bygninger;2002;0
Afstemning - 1. Øst;Før 1850;Antal bygninger;2003;0
Afstemning - 1. Øst;Før 1850;Antal bygninger;2004;0
Afstemning - 1. Øst;Før 1850;Antal bygninger;2005;0
Afstemning - 1. Øst;Før 1850;Antal bygninger;2006;0
Afstemning - 1. Øst;Før 1850;Antal bygninger;2007;0
Afstemning - 1. Øst;Før 1850;Antal bygninger;2008;0
Afstemning - 1. Øst;Før 1850;Antal bygninger;2009;0
Afstemning - 1. Øst;Før 1850;Antal bygninger;2010;0
Afstemning - 1. Øst;Før 1850;Antal bygninger;2011;0
Afstemning - 1. Øst;Før 1850;Antal bygninger;2012;0
Afstemning - 1. Øst;Før 1850;Antal bygninger;2013;0
Afstemning - 1. Øst;Før 1850;Antal bygninger;2014;0
Afstemning - 1. Øst;Før 1850;Antal bygninger;2015;0
Afstemning - 1. Øst;Før 1850;Antal bygninger;2016;0
Afstemning - 1. Øst;Før 1850;Antal bygninger;2017;0
Afstemning - 1. Øst;Før 1850;Antal bygninger;2018;0
Afstemning - 1. Øst;Før 1850;Antal bygninger;2019;3
Afstemning - 1. Øst;Før 1850;Antal bygninger;2020;4
Afstemning - 1. Øst;Før 1850;Antal bygninger;2021;4
Afstemning - 1. Øst;Før 1850;Antal bygninger;2022;4
Afstemning - 1. Øst;Før 1850;Antal bygninger;2023;4
Afstemning - 1. Nord;Før 1850;Antal bygninger;1991;2
Afstemning - 1. Nord;Før 1850;Antal bygninger;1992;2
Afstemning - 1. Nord;Før 1850;Antal bygninger;1995;2
Afstemning - 1. Nord;Før 1850;Antal bygninger;1996;2
Afstemning - 1. Nord;Før 1850;Antal bygninger;1997;2
Afstemning - 1. Nord;Før 1850;Antal bygninger;2001;2
Afstemning - 1. Nord;Før 1850;Antal bygninger;2002;2
Afstemning - 1. Nord;Før 1850;Antal bygninger;2003;2
Afstemning - 1. Nord;Før 1850;Antal bygninger;2004;2
Afstemning - 1. Nord;Før 1850;Antal bygninger;2005;2
Afstemning - 1. Nord;Før 1850;Antal bygninger;2006;2
Afstemning - 1. Nord;Før 1850;Antal bygninger;2007;2
Afstemning - 1. Nord;Før 1850;Antal bygninger;2008;2
Afstemning - 1. Nord;Før 1850;Antal bygninger;2009;2
Afstemning - 1. Nord;Før 1850;Antal bygninger;2010;2
Afstemning - 1. Nord;Før 1850;Antal bygninger;2011;2
Afstemning - 1. Nord;Før 1850;Antal bygninger;2012;2
Afstemning - 1. Nord;Før 1850;Antal bygninger;2013;2
Afstemning - 1. Nord;Før 1850;Antal bygninger;2014;2
Afstemning - 1. Nord;Før 1850;Antal bygninger;2015;2
Afstemning - 1. Nord;Før 1850;Antal bygninger;2016;2
