OMRKK;OPFØRELSESÅR;ENHED;TID;INDHOLD
Lokaludvalg - Nørrebro;1850-1899;Antal bygninger;2010;771
Lokaludvalg - Nørrebro;1850-1899;Antal bygninger;2011;768
Lokaludvalg - Nørrebro;1850-1899;Antal bygninger;2012;765
Lokaludvalg - Nørrebro;1850-1899;Antal bygninger;2013;763
Lokaludvalg - Nørrebro;1850-1899;Antal bygninger;2014;767
Lokaludvalg - Nørrebro;1850-1899;Antal bygninger;2015;765
Lokaludvalg - Nørrebro;1850-1899;Antal bygninger;2016;766
Lokaludvalg - Nørrebro;1850-1899;Antal bygninger;2017;764
Lokaludvalg - Nørrebro;1850-1899;Antal bygninger;2018;760
Lokaludvalg - Nørrebro;1850-1899;Antal bygninger;2019;760
Lokaludvalg - Nørrebro;1850-1899;Antal bygninger;2020;758
Lokaludvalg - Nørrebro;1850-1899;Antal bygninger;2021;759
Lokaludvalg - Nørrebro;1850-1899;Antal bygninger;2022;760
Lokaludvalg - Nørrebro;1850-1899;Antal bygninger;2023;760
Lokaludvalg - Vesterbro;1850-1899;Antal bygninger;1991;1337
Lokaludvalg - Vesterbro;1850-1899;Antal bygninger;1992;1333
Lokaludvalg - Vesterbro;1850-1899;Antal bygninger;1995;1313
Lokaludvalg - Vesterbro;1850-1899;Antal bygninger;1996;1310
Lokaludvalg - Vesterbro;1850-1899;Antal bygninger;1997;1300
Lokaludvalg - Vesterbro;1850-1899;Antal bygninger;2001;1255
Lokaludvalg - Vesterbro;1850-1899;Antal bygninger;2002;1240
Lokaludvalg - Vesterbro;1850-1899;Antal bygninger;2003;1226
Lokaludvalg - Vesterbro;1850-1899;Antal bygninger;2004;1229
Lokaludvalg - Vesterbro;1850-1899;Antal bygninger;2005;1198
Lokaludvalg - Vesterbro;1850-1899;Antal bygninger;2006;1192
Lokaludvalg - Vesterbro;1850-1899;Antal bygninger;2007;1189
Lokaludvalg - Vesterbro;1850-1899;Antal bygninger;2008;1186
Lokaludvalg - Vesterbro;1850-1899;Antal bygninger;2009;1185
Lokaludvalg - Vesterbro;1850-1899;Antal bygninger;2010;1184
Lokaludvalg - Vesterbro;1850-1899;Antal bygninger;2011;1184
Lokaludvalg - Vesterbro;1850-1899;Antal bygninger;2012;1183
Lokaludvalg - Vesterbro;1850-1899;Antal bygninger;2013;1182
Lokaludvalg - Vesterbro;1850-1899;Antal bygninger;2014;1179
Lokaludvalg - Vesterbro;1850-1899;Antal bygninger;2015;1174
Lokaludvalg - Vesterbro;1850-1899;Antal bygninger;2016;1174
Lokaludvalg - Vesterbro;1850-1899;Antal bygninger;2017;1173
Lokaludvalg - Vesterbro;1850-1899;Antal bygninger;2018;1170
Lokaludvalg - Vesterbro;1850-1899;Antal bygninger;2019;1168
Lokaludvalg - Vesterbro;1850-1899;Antal bygninger;2020;1158
Lokaludvalg - Vesterbro;1850-1899;Antal bygninger;2021;1155
Lokaludvalg - Vesterbro;1850-1899;Antal bygninger;2022;1155
Lokaludvalg - Vesterbro;1850-1899;Antal bygninger;2023;1150
Lokaludvalg - Kgs. Enghave;1850-1899;Antal bygninger;1991;15
Lokaludvalg - Kgs. Enghave;1850-1899;Antal bygninger;1992;15
Lokaludvalg - Kgs. Enghave;1850-1899;Antal bygninger;1995;14
Lokaludvalg - Kgs. Enghave;1850-1899;Antal bygninger;1996;13
Lokaludvalg - Kgs. Enghave;1850-1899;Antal bygninger;1997;13
Lokaludvalg - Kgs. Enghave;1850-1899;Antal bygninger;2001;13
Lokaludvalg - Kgs. Enghave;1850-1899;Antal bygninger;2002;13
Lokaludvalg - Kgs. Enghave;1850-1899;Antal bygninger;2003;13
Lokaludvalg - Kgs. Enghave;1850-1899;Antal bygninger;2004;13
Lokaludvalg - Kgs. Enghave;1850-1899;Antal bygninger;2005;12
Lokaludvalg - Kgs. Enghave;1850-1899;Antal bygninger;2006;12
Lokaludvalg - Kgs. Enghave;1850-1899;Antal bygninger;2007;12
Lokaludvalg - Kgs. Enghave;1850-1899;Antal bygninger;2008;12
Lokaludvalg - Kgs. Enghave;1850-1899;Antal bygninger;2009;12
Lokaludvalg - Kgs. Enghave;1850-1899;Antal bygninger;2010;12
Lokaludvalg - Kgs. Enghave;1850-1899;Antal bygninger;2011;12
Lokaludvalg - Kgs. Enghave;1850-1899;Antal bygninger;2012;11
Lokaludvalg - Kgs. Enghave;1850-1899;Antal bygninger;2013;11
Lokaludvalg - Kgs. Enghave;1850-1899;Antal bygninger;2014;12
Lokaludvalg - Kgs. Enghave;1850-1899;Antal bygninger;2015;12
Lokaludvalg - Kgs. Enghave;1850-1899;Antal bygninger;2016;12
Lokaludvalg - Kgs. Enghave;1850-1899;Antal bygninger;2017;12
Lokaludvalg - Kgs. Enghave;1850-1899;Antal bygninger;2018;11
Lokaludvalg - Kgs. Enghave;1850-1899;Antal bygninger;2019;11
Lokaludvalg - Kgs. Enghave;1850-1899;Antal bygninger;2020;11
Lokaludvalg - Kgs. Enghave;1850-1899;Antal bygninger;2021;11
Lokaludvalg - Kgs. Enghave;1850-1899;Antal bygninger;2022;11
Lokaludvalg - Kgs. Enghave;1850-1899;Antal bygninger;2023;11
Lokaludvalg - Valby;1850-1899;Antal bygninger;1991;201
Lokaludvalg - Valby;1850-1899;Antal bygninger;1992;201
Lokaludvalg - Valby;1850-1899;Antal bygninger;1995;187
Lokaludvalg - Valby;1850-1899;Antal bygninger;1996;187
Lokaludvalg - Valby;1850-1899;Antal bygninger;1997;187
Lokaludvalg - Valby;1850-1899;Antal bygninger;2001;189
Lokaludvalg - Valby;1850-1899;Antal bygninger;2002;199
Lokaludvalg - Valby;1850-1899;Antal bygninger;2003;200
Lokaludvalg - Valby;1850-1899;Antal bygninger;2004;194
Lokaludvalg - Valby;1850-1899;Antal bygninger;2005;195
Lokaludvalg - Valby;1850-1899;Antal bygninger;2006;193
Lokaludvalg - Valby;1850-1899;Antal bygninger;2007;193
Lokaludvalg - Valby;1850-1899;Antal bygninger;2008;193
Lokaludvalg - Valby;1850-1899;Antal bygninger;2009;193
Lokaludvalg - Valby;1850-1899;Antal bygninger;2010;193
Lokaludvalg - Valby;1850-1899;Antal bygninger;2011;193
Lokaludvalg - Valby;1850-1899;Antal bygninger;2012;193
Lokaludvalg - Valby;1850-1899;Antal bygninger;2013;193
Lokaludvalg - Valby;1850-1899;Antal bygninger;2014;193
Lokaludvalg - Valby;1850-1899;Antal bygninger;2015;192
Lokaludvalg - Valby;1850-1899;Antal bygninger;2016;191
Lokaludvalg - Valby;1850-1899;Antal bygninger;2017;189
Lokaludvalg - Valby;1850-1899;Antal bygninger;2018;189
Lokaludvalg - Valby;1850-1899;Antal bygninger;2019;187
Lokaludvalg - Valby;1850-1899;Antal bygninger;2020;187
Lokaludvalg - Valby;1850-1899;Antal bygninger;2021;187
Lokaludvalg - Valby;1850-1899;Antal bygninger;2022;187
Lokaludvalg - Valby;1850-1899;Antal bygninger;2023;187
Lokaludvalg - Vanløse;1850-1899;Antal bygninger;1991;46
Lokaludvalg - Vanløse;1850-1899;Antal bygninger;1992;41
Lokaludvalg - Vanløse;1850-1899;Antal bygninger;1995;37
Lokaludvalg - Vanløse;1850-1899;Antal bygninger;1996;37
Lokaludvalg - Vanløse;1850-1899;Antal bygninger;1997;37
Lokaludvalg - Vanløse;1850-1899;Antal bygninger;2001;33
Lokaludvalg - Vanløse;1850-1899;Antal bygninger;2002;33
Lokaludvalg - Vanløse;1850-1899;Antal bygninger;2003;32
Lokaludvalg - Vanløse;1850-1899;Antal bygninger;2004;31
Lokaludvalg - Vanløse;1850-1899;Antal bygninger;2005;26
Lokaludvalg - Vanløse;1850-1899;Antal bygninger;2006;26
Lokaludvalg - Vanløse;1850-1899;Antal bygninger;2007;26
Lokaludvalg - Vanløse;1850-1899;Antal bygninger;2008;26
Lokaludvalg - Vanløse;1850-1899;Antal bygninger;2009;26
Lokaludvalg - Vanløse;1850-1899;Antal bygninger;2010;25
Lokaludvalg - Vanløse;1850-1899;Antal bygninger;2011;25
Lokaludvalg - Vanløse;1850-1899;Antal bygninger;2012;25
Lokaludvalg - Vanløse;1850-1899;Antal bygninger;2013;25
Lokaludvalg - Vanløse;1850-1899;Antal bygninger;2014;25
Lokaludvalg - Vanløse;1850-1899;Antal bygninger;2015;25
Lokaludvalg - Vanløse;1850-1899;Antal bygninger;2016;25
Lokaludvalg - Vanløse;1850-1899;Antal bygninger;2017;25
Lokaludvalg - Vanløse;1850-1899;Antal bygninger;2018;25
Lokaludvalg - Vanløse;1850-1899;Antal bygninger;2019;25
Lokaludvalg - Vanløse;1850-1899;Antal bygninger;2020;25
Lokaludvalg - Vanløse;1850-1899;Antal bygninger;2021;25
Lokaludvalg - Vanløse;1850-1899;Antal bygninger;2022;23
Lokaludvalg - Vanløse;1850-1899;Antal bygninger;2023;22
Lokaludvalg - Brønshøj-Husum;1850-1899;Antal bygninger;1991;22
Lokaludvalg - Brønshøj-Husum;1850-1899;Antal bygninger;1992;23
Lokaludvalg - Brønshøj-Husum;1850-1899;Antal bygninger;1995;17
Lokaludvalg - Brønshøj-Husum;1850-1899;Antal bygninger;1996;17
Lokaludvalg - Brønshøj-Husum;1850-1899;Antal bygninger;1997;17
Lokaludvalg - Brønshøj-Husum;1850-1899;Antal bygninger;2001;15
Lokaludvalg - Brønshøj-Husum;1850-1899;Antal bygninger;2002;15
Lokaludvalg - Brønshøj-Husum;1850-1899;Antal bygninger;2003;15
Lokaludvalg - Brønshøj-Husum;1850-1899;Antal bygninger;2004;15
Lokaludvalg - Brønshøj-Husum;1850-1899;Antal bygninger;2005;15
Lokaludvalg - Brønshøj-Husum;1850-1899;Antal bygninger;2006;14
Lokaludvalg - Brønshøj-Husum;1850-1899;Antal bygninger;2007;14
Lokaludvalg - Brønshøj-Husum;1850-1899;Antal bygninger;2008;13
Lokaludvalg - Brønshøj-Husum;1850-1899;Antal bygninger;2009;13
Lokaludvalg - Brønshøj-Husum;1850-1899;Antal bygninger;2010;13
Lokaludvalg - Brønshøj-Husum;1850-1899;Antal bygninger;2011;13
Lokaludvalg - Brønshøj-Husum;1850-1899;Antal bygninger;2012;12
Lokaludvalg - Brønshøj-Husum;1850-1899;Antal bygninger;2013;13
Lokaludvalg - Brønshøj-Husum;1850-1899;Antal bygninger;2014;13
Lokaludvalg - Brønshøj-Husum;1850-1899;Antal bygninger;2015;13
Lokaludvalg - Brønshøj-Husum;1850-1899;Antal bygninger;2016;13
Lokaludvalg - Brønshøj-Husum;1850-1899;Antal bygninger;2017;13
Lokaludvalg - Brønshøj-Husum;1850-1899;Antal bygninger;2018;13
Lokaludvalg - Brønshøj-Husum;1850-1899;Antal bygninger;2019;13
Lokaludvalg - Brønshøj-Husum;1850-1899;Antal bygninger;2020;13
Lokaludvalg - Brønshøj-Husum;1850-1899;Antal bygninger;2021;13
Lokaludvalg - Brønshøj-Husum;1850-1899;Antal bygninger;2022;13
Lokaludvalg - Brønshøj-Husum;1850-1899;Antal bygninger;2023;13
Lokaludvalg - Bispebjerg;1850-1899;Antal bygninger;1991;111
Lokaludvalg - Bispebjerg;1850-1899;Antal bygninger;1992;110
Lokaludvalg - Bispebjerg;1850-1899;Antal bygninger;1995;109
Lokaludvalg - Bispebjerg;1850-1899;Antal bygninger;1996;109
Lokaludvalg - Bispebjerg;1850-1899;Antal bygninger;1997;108
Lokaludvalg - Bispebjerg;1850-1899;Antal bygninger;2001;102
Lokaludvalg - Bispebjerg;1850-1899;Antal bygninger;2002;101
Lokaludvalg - Bispebjerg;1850-1899;Antal bygninger;2003;100
Lokaludvalg - Bispebjerg;1850-1899;Antal bygninger;2004;100
Lokaludvalg - Bispebjerg;1850-1899;Antal bygninger;2005;98
Lokaludvalg - Bispebjerg;1850-1899;Antal bygninger;2006;97
Lokaludvalg - Bispebjerg;1850-1899;Antal bygninger;2007;95
Lokaludvalg - Bispebjerg;1850-1899;Antal bygninger;2008;95
Lokaludvalg - Bispebjerg;1850-1899;Antal bygninger;2009;91
Lokaludvalg - Bispebjerg;1850-1899;Antal bygninger;2010;91
Lokaludvalg - Bispebjerg;1850-1899;Antal bygninger;2011;90
Lokaludvalg - Bispebjerg;1850-1899;Antal bygninger;2012;89
Lokaludvalg - Bispebjerg;1850-1899;Antal bygninger;2013;86
Lokaludvalg - Bispebjerg;1850-1899;Antal bygninger;2014;86
Lokaludvalg - Bispebjerg;1850-1899;Antal bygninger;2015;86
Lokaludvalg - Bispebjerg;1850-1899;Antal bygninger;2016;86
Lokaludvalg - Bispebjerg;1850-1899;Antal bygninger;2017;86
Lokaludvalg - Bispebjerg;1850-1899;Antal bygninger;2018;85
Lokaludvalg - Bispebjerg;1850-1899;Antal bygninger;2019;84
Lokaludvalg - Bispebjerg;1850-1899;Antal bygninger;2020;84
Lokaludvalg - Bispebjerg;1850-1899;Antal bygninger;2021;84
Lokaludvalg - Bispebjerg;1850-1899;Antal bygninger;2022;84
Lokaludvalg - Bispebjerg;1850-1899;Antal bygninger;2023;84
Lokaludvalg - Amager Øst;1850-1899;Antal bygninger;1991;283
Lokaludvalg - Amager Øst;1850-1899;Antal bygninger;1992;276
Lokaludvalg - Amager Øst;1850-1899;Antal bygninger;1995;266
Lokaludvalg - Amager Øst;1850-1899;Antal bygninger;1996;264
Lokaludvalg - Amager Øst;1850-1899;Antal bygninger;1997;267
Lokaludvalg - Amager Øst;1850-1899;Antal bygninger;2001;260
Lokaludvalg - Amager Øst;1850-1899;Antal bygninger;2002;258
Lokaludvalg - Amager Øst;1850-1899;Antal bygninger;2003;255
Lokaludvalg - Amager Øst;1850-1899;Antal bygninger;2004;254
Lokaludvalg - Amager Øst;1850-1899;Antal bygninger;2005;250
Lokaludvalg - Amager Øst;1850-1899;Antal bygninger;2006;249
Lokaludvalg - Amager Øst;1850-1899;Antal bygninger;2007;243
Lokaludvalg - Amager Øst;1850-1899;Antal bygninger;2008;243
Lokaludvalg - Amager Øst;1850-1899;Antal bygninger;2009;238
Lokaludvalg - Amager Øst;1850-1899;Antal bygninger;2010;237
Lokaludvalg - Amager Øst;1850-1899;Antal bygninger;2011;237
Lokaludvalg - Amager Øst;1850-1899;Antal bygninger;2012;234
Lokaludvalg - Amager Øst;1850-1899;Antal bygninger;2013;229
Lokaludvalg - Amager Øst;1850-1899;Antal bygninger;2014;229
Lokaludvalg - Amager Øst;1850-1899;Antal bygninger;2015;229
Lokaludvalg - Amager Øst;1850-1899;Antal bygninger;2016;229
Lokaludvalg - Amager Øst;1850-1899;Antal bygninger;2017;226
Lokaludvalg - Amager Øst;1850-1899;Antal bygninger;2018;223
Lokaludvalg - Amager Øst;1850-1899;Antal bygninger;2019;220
Lokaludvalg - Amager Øst;1850-1899;Antal bygninger;2020;220
Lokaludvalg - Amager Øst;1850-1899;Antal bygninger;2021;220
Lokaludvalg - Amager Øst;1850-1899;Antal bygninger;2022;220
Lokaludvalg - Amager Øst;1850-1899;Antal bygninger;2023;216
Lokaludvalg - Amager Vest;1850-1899;Antal bygninger;1991;201
Lokaludvalg - Amager Vest;1850-1899;Antal bygninger;1992;206
Lokaludvalg - Amager Vest;1850-1899;Antal bygninger;1995;194
Lokaludvalg - Amager Vest;1850-1899;Antal bygninger;1996;207
Lokaludvalg - Amager Vest;1850-1899;Antal bygninger;1997;214
Lokaludvalg - Amager Vest;1850-1899;Antal bygninger;2001;212
Lokaludvalg - Amager Vest;1850-1899;Antal bygninger;2002;212
Lokaludvalg - Amager Vest;1850-1899;Antal bygninger;2003;213
Lokaludvalg - Amager Vest;1850-1899;Antal bygninger;2004;212
Lokaludvalg - Amager Vest;1850-1899;Antal bygninger;2005;206
Lokaludvalg - Amager Vest;1850-1899;Antal bygninger;2006;205
Lokaludvalg - Amager Vest;1850-1899;Antal bygninger;2007;199
Lokaludvalg - Amager Vest;1850-1899;Antal bygninger;2008;195
Lokaludvalg - Amager Vest;1850-1899;Antal bygninger;2009;194
Lokaludvalg - Amager Vest;1850-1899;Antal bygninger;2010;192
Lokaludvalg - Amager Vest;1850-1899;Antal bygninger;2011;192
Lokaludvalg - Amager Vest;1850-1899;Antal bygninger;2012;193
Lokaludvalg - Amager Vest;1850-1899;Antal bygninger;2013;192
Lokaludvalg - Amager Vest;1850-1899;Antal bygninger;2014;194
Lokaludvalg - Amager Vest;1850-1899;Antal bygninger;2015;194
Lokaludvalg - Amager Vest;1850-1899;Antal bygninger;2016;193
Lokaludvalg - Amager Vest;1850-1899;Antal bygninger;2017;195
Lokaludvalg - Amager Vest;1850-1899;Antal bygninger;2018;195
Lokaludvalg - Amager Vest;1850-1899;Antal bygninger;2019;193
Lokaludvalg - Amager Vest;1850-1899;Antal bygninger;2020;193
Lokaludvalg - Amager Vest;1850-1899;Antal bygninger;2021;190
Lokaludvalg - Amager Vest;1850-1899;Antal bygninger;2022;190
Lokaludvalg - Amager Vest;1850-1899;Antal bygninger;2023;188
Lokaludvalg - Uden for inddeling;1850-1899;Antal bygninger;1991;0
Lokaludvalg - Uden for inddeling;1850-1899;Antal bygninger;1992;0
Lokaludvalg - Uden for inddeling;1850-1899;Antal bygninger;1995;0
Lokaludvalg - Uden for inddeling;1850-1899;Antal bygninger;1996;0
Lokaludvalg - Uden for inddeling;1850-1899;Antal bygninger;1997;0
Lokaludvalg - Uden for inddeling;1850-1899;Antal bygninger;2001;0
Lokaludvalg - Uden for inddeling;1850-1899;Antal bygninger;2002;0
Lokaludvalg - Uden for inddeling;1850-1899;Antal bygninger;2003;0
Lokaludvalg - Uden for inddeling;1850-1899;Antal bygninger;2004;0
Lokaludvalg - Uden for inddeling;1850-1899;Antal bygninger;2005;0
Lokaludvalg - Uden for inddeling;1850-1899;Antal bygninger;2006;0
Lokaludvalg - Uden for inddeling;1850-1899;Antal bygninger;2007;0
Lokaludvalg - Uden for inddeling;1850-1899;Antal bygninger;2008;0
Lokaludvalg - Uden for inddeling;1850-1899;Antal bygninger;2009;0
Lokaludvalg - Uden for inddeling;1850-1899;Antal bygninger;2010;0
Lokaludvalg - Uden for inddeling;1850-1899;Antal bygninger;2011;0
Lokaludvalg - Uden for inddeling;1850-1899;Antal bygninger;2012;0
Lokaludvalg - Uden for inddeling;1850-1899;Antal bygninger;2013;0
Lokaludvalg - Uden for inddeling;1850-1899;Antal bygninger;2014;0
Lokaludvalg - Uden for inddeling;1850-1899;Antal bygninger;2015;0
Lokaludvalg - Uden for inddeling;1850-1899;Antal bygninger;2016;0
Lokaludvalg - Uden for inddeling;1850-1899;Antal bygninger;2017;0
Lokaludvalg - Uden for inddeling;1850-1899;Antal bygninger;2018;0
Lokaludvalg - Uden for inddeling;1850-1899;Antal bygninger;2019;0
Lokaludvalg - Uden for inddeling;1850-1899;Antal bygninger;2020;0
Lokaludvalg - Uden for inddeling;1850-1899;Antal bygninger;2021;0
Lokaludvalg - Uden for inddeling;1850-1899;Antal bygninger;2022;0
Lokaludvalg - Uden for inddeling;1850-1899;Antal bygninger;2023;0
Afstemning - 1. Østerbro;1850-1899;Antal bygninger;1991;209
Afstemning - 1. Østerbro;1850-1899;Antal bygninger;1992;210
Afstemning - 1. Østerbro;1850-1899;Antal bygninger;1995;216
Afstemning - 1. Østerbro;1850-1899;Antal bygninger;1996;214
Afstemning - 1. Østerbro;1850-1899;Antal bygninger;1997;214
Afstemning - 1. Østerbro;1850-1899;Antal bygninger;2001;227
Afstemning - 1. Østerbro;1850-1899;Antal bygninger;2002;220
Afstemning - 1. Østerbro;1850-1899;Antal bygninger;2003;218
Afstemning - 1. Østerbro;1850-1899;Antal bygninger;2004;218
Afstemning - 1. Østerbro;1850-1899;Antal bygninger;2005;221
Afstemning - 1. Østerbro;1850-1899;Antal bygninger;2006;217
Afstemning - 1. Østerbro;1850-1899;Antal bygninger;2007;217
Afstemning - 1. Østerbro;1850-1899;Antal bygninger;2008;216
Afstemning - 1. Østerbro;1850-1899;Antal bygninger;2009;216
Afstemning - 1. Østerbro;1850-1899;Antal bygninger;2010;215
Afstemning - 1. Østerbro;1850-1899;Antal bygninger;2011;215
Afstemning - 1. Østerbro;1850-1899;Antal bygninger;2012;215
Afstemning - 1. Østerbro;1850-1899;Antal bygninger;2013;216
Afstemning - 1. Østerbro;1850-1899;Antal bygninger;2014;217
Afstemning - 1. Østerbro;1850-1899;Antal bygninger;2015;217
Afstemning - 1. Østerbro;1850-1899;Antal bygninger;2016;217
Afstemning - 1. Østerbro;1850-1899;Antal bygninger;2017;214
Afstemning - 1. Østerbro;1850-1899;Antal bygninger;2018;213
Afstemning - 1. Østerbro;1850-1899;Antal bygninger;2019;213
Afstemning - 1. Østerbro;1850-1899;Antal bygninger;2020;213
Afstemning - 1. Østerbro;1850-1899;Antal bygninger;2021;213
Afstemning - 1. Østerbro;1850-1899;Antal bygninger;2022;213
Afstemning - 1. Østerbro;1850-1899;Antal bygninger;2023;213
Afstemning - 1. Øst;1850-1899;Antal bygninger;1991;87
Afstemning - 1. Øst;1850-1899;Antal bygninger;1992;90
Afstemning - 1. Øst;1850-1899;Antal bygninger;1995;80
Afstemning - 1. Øst;1850-1899;Antal bygninger;1996;79
Afstemning - 1. Øst;1850-1899;Antal bygninger;1997;78
Afstemning - 1. Øst;1850-1899;Antal bygninger;2001;75
Afstemning - 1. Øst;1850-1899;Antal bygninger;2002;75
Afstemning - 1. Øst;1850-1899;Antal bygninger;2003;74
Afstemning - 1. Øst;1850-1899;Antal bygninger;2004;75
Afstemning - 1. Øst;1850-1899;Antal bygninger;2005;63
Afstemning - 1. Øst;1850-1899;Antal bygninger;2006;62
Afstemning - 1. Øst;1850-1899;Antal bygninger;2007;62
Afstemning - 1. Øst;1850-1899;Antal bygninger;2008;62
Afstemning - 1. Øst;1850-1899;Antal bygninger;2009;62
Afstemning - 1. Øst;1850-1899;Antal bygninger;2010;62
Afstemning - 1. Øst;1850-1899;Antal bygninger;2011;62
Afstemning - 1. Øst;1850-1899;Antal bygninger;2012;62
Afstemning - 1. Øst;1850-1899;Antal bygninger;2013;60
Afstemning - 1. Øst;1850-1899;Antal bygninger;2014;59
Afstemning - 1. Øst;1850-1899;Antal bygninger;2015;59
Afstemning - 1. Øst;1850-1899;Antal bygninger;2016;59
Afstemning - 1. Øst;1850-1899;Antal bygninger;2017;59
Afstemning - 1. Øst;1850-1899;Antal bygninger;2018;59
Afstemning - 1. Øst;1850-1899;Antal bygninger;2019;59
Afstemning - 1. Øst;1850-1899;Antal bygninger;2020;59
Afstemning - 1. Øst;1850-1899;Antal bygninger;2021;58
Afstemning - 1. Øst;1850-1899;Antal bygninger;2022;58
Afstemning - 1. Øst;1850-1899;Antal bygninger;2023;58
Afstemning - 1. Nord;1850-1899;Antal bygninger;1991;27
Afstemning - 1. Nord;1850-1899;Antal bygninger;1992;26
Afstemning - 1. Nord;1850-1899;Antal bygninger;1995;23
Afstemning - 1. Nord;1850-1899;Antal bygninger;1996;23
Afstemning - 1. Nord;1850-1899;Antal bygninger;1997;23
Afstemning - 1. Nord;1850-1899;Antal bygninger;2001;31
